,Place,Phrase,Form,Type,KeyLexemes;
59362,3,контральто,Sins,2,ударить;
59363,4,по избе,по + Sdat,2,ударить;
59364,1,сосед,Snom,1,ударить;
59365,4,по столу,по + Sdat,2,ударить;
59366,3,вожжой,Sins,2,ударить;
59367,4,по лошади,по + Sdat,2,ударить;
59368,1,Туголуков,Snom,1,ударить;
59369,4,по / лапе,по + Sdat,2,ударить;
59370,3,множеством,Sins,2,ударить;
59371,4,в неё,в + SPROacc,2,ударить;
59372,1,император,Snom,1,ударить;
59373,3,носком,Sins,2,ударить;
59374,4,в тумбу,в + Sacc,2,ударить;
59375,3,копьём,Sins,2,ударить;
59376,4,в камень,в + Sacc,2,ударить;
59377,1,птица,Snom,1,ударить;
59378,4,оземь,ADV,2,ударить;
59379,1,Мне,SPROdat,1,ударить;
59380,3,грудью,Sins,2,ударить;
59381,4,о землю,о + Sacc,2,ударить;
59382,1,мы,SPROnom,1,ударить;
59384,3,пальцем,Sins,2,ударить;
59385,4,о палец,о + Sacc,2,ударить;
59386,1,Цыфиркин,Snom,1,ударить;
59387,3,по плечу,по + Sdat,2,ударить;
59388,1,Олихвер,Snom,1,ударить;
59389,3,по / мячу,по + Sdat,2,ударить;
59390,3,по крыше,по + Sdat,2,ударить;
59391,1,Один,APROnom,1,ударить;
59392,3,в шляпу,в + Sacc,2,ударить;
59393,1,Поток,Snom,1,ударить;
59394,3,в основание,в + Sacc,2,ударить;
59395,1,Данила,Snom,1,ударить;
59396,3,в гущу,в + Sacc,2,ударить;
59397,1,стрела,Snom,1,ударить;
59398,3,в пригорок,в + Sacc,2,ударить;
59399,3,в колокол,в + Sacc,2,ударить;
59400,1,Луч,Snom,1,ударить;
59401,3,в оконце,в + Sacc,2,ударить;
59402,1,боль,Snom,1,ударить;
59403,3,в сознание,в + Sacc,2,ударить;
59404,1,свет,Snom,1,ударить;
59405,3,в глаза,в + Sacc,2,ударить;
59406,4,Кузьке,Sdat,2,ударить;
59407,4,мне,SPROdat,2,ударить;
59408,3,по / печати,по + Sdat,2,ударить;
59409,1,кризис,Snom,1,ударить;
59410,3,по России,по + Sdat,2,ударить;
59411,1,Креспо,Snom,1,ударить;
59412,3,по воротам,по + Sdat,2,ударить;
59413,1,Россия,Snom,1,ударить;
59414,3,по престижу,по + Sdat,2,ударить;
59415,1,Джон,Snom,1,ударить;
59416,3,по струнам,по + Sdat,2,ударить;
59417,1,Белозубка,Snom,1,ударить;
59418,1,Банкротство,Snom,1,ударить;
"59419,3,""по """" Лестеру"",по + Sdat,2,ударить";
59420,1,полки,Snom,1,ударить;
59421,3,поход,Sacc,3,ударить;
59422,1,выстрелы,Snom,1,ударить;
59423,3,тревогу,Sacc,3,ударить;
59424,1,телефон,Snom,1,ударить;
59425,1,орудия,Snom,1,ударить;
59426,1,щука,Snom,1,ударить;
59427,1,часы,Snom,1,ударить;
59428,1,тысячи,Snom,1,ударить;
59429,1,Миша,Snom,1,ударить;
59430,1,мы,SPROnom,1,ударить;
59431,1,лошадиный,Anom,1,ударить;
59432,1,мороз,Snom,1,ударить;
59433,1,морозы,Snom,1,ударить;
59434,1,Мостовской,Snom,1,ударить;
59435,3,себя,Sacc,3,ударить;
59436,4,по коленке,по + Sdat,2,ударить;
59437,5,ладонью,Sins,2,ударить;
59438,1,Рюмин,Snom,1,ударить;
59439,4,по лбу,по + Sdat,2,ударить;
59440,5,кулаком,Sins,2,ударить;
59441,1,Я,Snom,1,ударить;
59442,3,Тузика,Sacc,3,ударить;
59443,5,ею,Sins,2,ударить;
59444,1,отец,Snom,1,ударить;
59445,3,меня,Sacc,3,ударить;
59446,1,Чик,Snom,1,удержаться;
"59448,3,""от того, чтобы / понюхать"",""от того, чтобы + CL"",2,удержаться";
59449,1,они,SPROnom,1,удержаться;
59451,3,у стены,у + Sgen,2,удержаться;
59453,3,на / посту,на + Sloc,2,удержаться;
59454,3,в / рамках инфляции,в + рамках + Sgen,2,удержаться;
59455,1,Чубайс,Snom,1,удержаться;
59456,3,в РАО,в + Sloc,2,удержаться;
59457,1,Слободану,Sdat,1,удержаться;
59458,3,у власти,у + Sgen,2,удержаться;
59459,1,которые,APROnom,1,удержаться;
"59460,3,""между """" демократами """" и """" патриотами """""",между + Sins,2,удержаться";
59461,1,правительство,Snom,1,удержаться;
59462,1,представители,Snom,1,удержаться;
59463,3,у / залива,у + Sgen,2,удержаться;
59464,1,живое,Snom,1,удержаться;
59466,3,в стихах,в + Sloc,2,удержаться;
59467,1,я,SPROnom,1,удержаться;
59469,1,он,SPROnom,1,удержаться;
59472,1,он,SPROnom,1,удержаться;
59473,1,мне,SPROdat,2,удержаться;
59474,3,не за что,за + Sacc,2,удержаться;
59475,3,на воде,на + Sloc,2,удержаться;
59476,3,на / высоте,на + Sloc,2,удержаться;
59477,3,на / утверждении,на + Sloc,2,удержаться;
59478,3,на высоте,на + Sloc,2,удержаться;
59479,1,кондукторши,Snom,1,удержаться;
59481,3,на ногах,на + ногах,2,удержаться;
59482,1,я,SPROnom,1,удержаться;
59483,1,Тузик,Snom,1,удержаться;
59484,1,писателю,Sdat,1,удержаться;
59485,2,удержаться,удержаться,1,удержаться;
59487,1,она,SPROnom,1,удержаться;
59488,1,Яков,Snom,1,удержаться;
59489,1,Ганка,Snom,1,удержаться;
59490,1,Рита,Snom,1,удержаться;
59491,1,голос,Snom,1,удержаться;
59492,1,Медбрат,Snom,1,удержаться;
59493,1,она,SPROnom,1,удержаться;
59494,1,Светлана,Snom,1,удержаться;
59496,1,Женя,Snom,1,удержаться;
59497,1,сам,APROnom,1,удержаться;
59498,1,председатель,Snom,1,удержаться;
59499,1,рыцарь,Snom,1,удержаться;
59500,1,Король-птица,Snom,1,удержаться;
59501,1,ему,SPROdat,1,удержаться;
59502,3,безрассудства,от + Sgen,2,удержаться;
59503,3,от изгальства,от + Sgen,2,удержаться;
59504,1,тот,APROnom,1,удержаться;
59506,3,от / авантюры,от + Sgen,2,удержаться;
59507,3,от / умилений,от + Sgen,2,удержаться;
59508,3,от соблазна,от + Sgen,2,удержаться;
59509,1,Абакумов,Snom,1,удержаться;
59510,3,от слов,от + Sgen,2,удержаться;
59511,3,от вздоха,от + Sgen,2,удержаться;
59512,3,от хохота,от + Sgen,2,удержаться;
59513,3,от смеха,от + Sgen,2,удержаться;
59514,1,Софи,Snom,1,удержаться;
59515,1,Они,SPROnom,1,удержаться;
59516,3,от употребления,от + Sgen,2,удержаться;
59517,1,Сонечка,Snom,1,удержаться;
59518,1,Стародум,Snom,1,удержаться;
59519,3,от улыбки,от + Sgen,2,удержаться;
59520,1,Княгиня,Snom,1,удержаться;
59521,3,от / разорения,от + Sgen,2,удержаться;
59522,3,чтобы / проследить,чтобы + CL,2,удержаться;
59523,1,библиотекарь,Snom,1,удержаться;
59524,3,чтобы / упасть,чтобы + CL,2,удержаться;
59525,3,чтобы / рассказать,чтобы + CL,2,удержаться;
59526,3,чтоб / обвести,чтобы + CL,2,удержаться;
59527,3,чтобы / процитировать,чтобы + CL,2,удержаться;
59528,3,чтобы / увидеть,чтобы + CL,2,удержаться;
59529,3,чтобы / высказать,чтобы + CL,2,удержаться;
59530,3,чтоб / захохотать,чтобы + CL,2,удержаться;
59531,1,это,SPROnom,1,удержаться;
59533,3,в памяти,в + Sloc,2,удержаться;
59535,2,мальчик,Snom,1,удивить;
59536,3,тому,SPROdat,2,удивить;
59538,2,Я,SPROnom,1,удивить;
59539,3,когда / появился,когда + CL,2,удивить;
59540,1,исход,Snom,1,удивить;
59542,3,никого,SPROacc,3,удивить;
59543,1,что,SPROnom,1,удивить;
59545,3,меня,SPROacc,3,удивить;
59546,1,Это,SPROnom,1,удивить;
59548,3,его,SPROacc,1,удивить;
59550,3,Рентгенолог,Snom,1,удивить;
59552,3,Я,SPROnom,1,удивить;
59553,1,Недовольство,Snom,1,удивить;
59554,3,его,SPROacc,3,удивить;
59555,1,костюм,Snom,1,удивить;
59556,3,их,SPROacc,3,удивить;
59557,1,анонимность,Snom,1,удивить;
59559,1,перемена,Snom,1,удивить;
59561,1,Майор,Snom,1,удивить;
59562,3,чиновников,Sacc,3,удивить;
59563,1,То,SPROnom,1,удивить;
59564,1,она,SPROnom,1,удивить;
59565,3,он,SPROnom,1,удивить;
59566,1,Кукабарра,Snom,1,удивить;
59567,1,Он,SPROnom,1,удивить;
59568,3,всех,SPROacc,3,удивить;
59569,3,Мама,Snom,1,удивить;
59570,1,Ситников,Snom,1,удивить;
59571,1,Лицо,Snom,1,удивить;
59572,3,Гетманова,Sacc,3,удивить;
59573,1,цветочки,Snom,1,удивить;
59575,1,цифра,Snom,1,удивить;
59576,3,Профессор,Snom,1,удивить;
59577,3,Дениса,Sacc,3,удивить;
59578,1,выражение,Snom,1,удивить;
59580,1,сообщение,Snom,1,удивить;
59581,1,Войска,Snom,1,удивить;
59582,3,мир,Sacc,3,удивить;
59583,1,представительницы,Snom,1,удивить;
59584,1,исчезновение,Snom,1,удивить;
59585,1,разнообразие,Snom,1,удивить;
59587,3,тебя,SPROacc,3,удивить;
59588,1,диалог,Snom,1,удивить;
59589,3,Казымову,Sacc,3,удивить;
59590,1,визит,Snom,1,удивить;
59591,3,Элис,Sacc,3,удивить;
59592,1,скопление,Snom,1,удивить;
59593,3,Учёных,Sacc,3,удивить;
59594,1,речь,Snom,1,удивить;
59595,3,присутствующих,Sacc,3,удивить;
59596,1,присутствием,Sins,2,удивить;
59597,3,она,SPROnom,1,удивить;
59598,1,узнавши,Vger,2,удивить;
59600,3,Потебня,Snom,1,удивить;
59601,1,сватовство,Snom,1,удивить;
59602,3,Ибрагима,Sacc,3,удивить;
59603,1,ты,SPROnom,1,удивить;
59604,1,явление,Snom,1,удивить;
59605,3,нас,SPROacc,3,удивить;
59606,3,вы,SPROnom,1,удивить;
59607,1,появление,Snom,1,удивить;
59608,1,понимание,Snom,1,удивить;
59609,1,заявление,Snom,1,удивить;
59610,3,Он,SPROnom,1,удивить;
59611,1,Курочка,Snom,1,удивить;
59612,1,ожесточением,Sins,1,удивить;
59613,1,паузой,Sins,2,удивить;
59614,3,Девушка,Snom,1,удивить;
59615,1,решением,Sins,2,удивить;
59616,3,Олейников,Snom,1,удивить;
59617,1,богатством,Sins,2,удивить;
59618,3,банки,Snom,1,удивить;
59619,1,суждениями,Sins,2,удивить;
59620,3,присутствовавшие,Snom,1,удивить;
59621,1,молчаньем,Sins,2,удивить;
59622,1,им,SPROdat,1,удивить;
59623,3,зрителя,Sacc,3,удивить;
59624,1,принцесса,Snom,1,удивить;
59625,1,вам,SPROdat,1,удивить;
59626,3,кого-то,SPROacc,3,удивить;
59627,1,я,SPROnom,1,удивить;
59629,1,ребёнок,Snom,1,удивить;
59630,3,Бритоголового,Sacc,3,удивить;
59631,4,тем,SPROins,2,удивить;
59632,1,мысли,Snom,1,удивить;
59633,4,точностью,Sins,2,удивить;
59634,1,я,SPROnom,1,удивить;
59636,1,Павлович,Snom,1,удивить;
59637,3,мир,Snom,1,удивить;
59638,4,открытием,Sins,2,удивить;
59639,1,распространитель,Snom,1,удивить;
59640,3,отца,Sacc,3,удивить;
59641,4,предприимчивостью,Sins,2,удивить;
59642,1,одеяла,Snom,1,удивить;
59643,4,осязательностью,Sins,2,удивить;
59645,4,отказом,Sins,2,удивить;
59646,3,никого,SPROgen,2,удивить;
59647,4,этим,SPROins,2,удивить;
59648,4,мудрёностями,Sins,2,удивить;
59649,4,рассказом,Sins,2,удивить;
59650,3,в Сибири,в + Sloc,2,удивить;
59651,4,песцами,Sins,2,удивить;
59652,3,Кого,SPROacc,3,удивить;
59653,4,Волгой,Sins,2,удивить;
59654,1,созидатели,Snom,1,удивить;
59655,3,соперника,Sacc,3,удивить;
59656,4,атаками,Sins,2,удивить;
59657,4,Коллекцией,Sins,2,удивить;
59658,3,магнатов,Sgen,2,удивить;
59659,4,ничем,SPROins,2,удивить;
59660,4,вещами,Sins,2,удивить;
59661,4,соревнованиями,Sins,2,удивить;
59663,4,пьянством,Sins,2,удивить;
59664,3,Оркестрантов,Sacc,3,удивить;
59665,3,крестьянина,Sacc,3,удивить;
59666,4,чем-нибудь,SPROins,1,удивить;
59667,3,кого-нибудь,SPROacc,3,удивить;
59668,3,королевича,Sacc,3,удивить;
59669,4,Анненским,Sins,2,удивить;
59670,3,немцев,Sacc,3,удивить;
59671,4,голосом,Sins,2,удивить;
59672,3,её,SPROacc,3,удивить;
59673,4,чем-нибудь,SPROins,2,удивить;
59674,1,Воланд,Snom,1,удивить;
59676,4,смехом,Sins,2,удивить;
59678,2,Меня,SPROacc,3,удивить;
59679,3,устроили,что + CL,2,удивить;
59680,2,его,SPROacc,3,удивить;
59681,3,что / была,что + CL,2,удивить;
59682,3,что / спал,что + CL,2,удивить;
59683,1,я,SPROnom,1,удивиться;
59685,1,Сталин,Snom,1,удивиться;
59687,1,вы,SPROnom,1,удивиться;
59689,1,он,SPROnom,1,удивиться;
59691,1,они,SPROnom,1,удивиться;
59693,1,Витя,Snom,1,удивиться;
59694,1,Алёша,Snom,1,удивиться;
59695,1,застройщик,Snom,1,удивиться;
59696,1,я,SPROnom,1,удивиться;
59697,1,Вера,Snom,1,удивиться;
59698,1,Тюпа,Snom,1,удивиться;
59699,1,адвокаты,Snom,1,удивиться;
59700,1,тёща Владимира Бесчастных,Snom,1,удивиться;
59701,1,Мама,Snom,1,удивиться;
59702,1,она,SPROnom,1,удивиться;
59703,3,муравью,Sdat,2,удивиться;
59704,3,своему вопросу,Sdat,2,удивиться;
59705,1,она,SPROnom,1,удивиться;
59707,3,всему,Sdat,2,удивиться;
59708,1,Тот,APROnom,1,удивиться;
59710,3,раннему посетителю,Sdat,2,удивиться;
59711,1,Кригсман,Snom,1,удивиться;
59712,3,столь лаконичной команде,Sdat,2,удивиться;
59713,1,Холмогоров,Snom,1,удивиться;
"59714,3,""тому , что было слышно."",Sdat,2,удивиться";
59715,1,большинство учителей,Snom,1,удивиться;
59716,3,отсутствию сына,Sdat,2,удивиться;
"59717,3,""чувству покоя,"",Sdat,2,удивиться";
"59718,3,""что он про неё """" всё-всё знает """""",Conj + CL,2,удивиться";
59719,3,то она так смело говорит:,Conj + CL,2,удивиться;
59720,3,что снова попал в тихую погоду.,Conj + CL,2,удивиться;
59721,3,подскочи,Vimper,2,удивиться;
59722,3,Предположи,Vimper,2,удивиться;
59723,1,знакомые,Snom,1,удивиться;
59724,3,что Кваша пошёл на баррикады .,Conj + CL,2,удивиться;
59725,1,,Snom,1,удивиться;
59726,3,что мало вещей,Conj + CL,2,удивиться;
59727,3,почему на этот раз разреженный воздух так действует на меня .,Conj + CL,2,удивиться;
59728,1,Адольф Задер,Snom,1,удивиться;
59729,3,что к нему мгновенно придвинулись Картошин и Убейко .,Conj + CL,2,удивиться;
59730,3,что у меня даже прошла голова.,Conj + CL,2,удивиться;
59731,3,что отлучение Влегона не произвело в жене моей никакого смущения .,Conj + CL,2,удивиться;
59732,1,королева,Snom,1,удивиться;
"59733,3,""-- Что, так дешево ?!"",«CL»,2,удивиться";
59734,1,Землерой,Snom,1,удивиться;
59735,3,«CL»,содержание высказывания,пропозиция,nan;
59736,1,Заяц,Snom,1,удивиться;
59737,3,Разве ты не видишь ?,«CL»,2,удивиться;
59738,3,Откуда взялась такая ?,«CL»,2,удивиться;
59739,1,лягушонок,Snom,1,удивиться;
"59740,3,""- Эй, светлячок"",«CL»,2,удивиться";
59741,1,Дарья,Snom,1,удивиться;
59742,3,#ИМЯ?,«CL»,2,удивиться;
59743,1,приезжий,Snom,1,удивиться;
59744,1,шофёр,Snom,1,удивиться;
59745,1,тётя Нуца.,Snom,1,удивиться;
"59746,3,""Да что ты там среди этих прожорливых девок мог ухватить,"",«CL»,2,удивиться";
59747,1,Ганчук,Snom,1,удивиться;
59748,3,- А вы откуда Сонечку знаете? -,«CL»,2,удивиться;
59749,1,Марвич,Snom,1,удивиться;
59750,3,Откуда тут бетонка?,«CL»,2,удивиться;
59751,1,бабушка,Snom,1,удивиться;
"59752,3,""- Какие стадии, не пойму?"",«CL»,2,удивиться";
59753,3,Как это красиво !,«CL»,2,удивиться;
59754,1,фельдшер,Snom,1,удивиться;
59755,3,куда он попал?,«CL»,2,удивиться;
59756,1,Зыбин,Snom,1,удивиться;
59757,3,А это как же?-,«CL»,2,удивиться;
59758,1,Лина,Snom,1,удивиться;
59759,3,- Садовник? -,«CL»,2,удивиться;
59760,1,хозяин,Snom,1,удивиться;
59761,3,Ну как же ты отказываешься от моего доброго?,«CL»,2,удивиться;
"59762,3,""-- Что, и такие у них были времена? --"",«CL»,2,удивиться";
59763,3,У меня разговоры? С прокурором?,«CL»,2,удивиться;
59764,1,Курт,Snom,1,удивиться;
59765,3,О! Письмо? Это какое же письмо ? То же самое ?-,«CL»,2,удивиться;
59766,1,Ганка,Snom,1,удивиться;
59767,3,- К оранжерее ? С Гансом ?,«CL»,2,удивиться;
59768,1,румяный с медицинским значком,Snom,1,удивиться;
59769,1,бригадир,Snom,1,удивиться;
59770,3,-- Смотри -- опять он здесь !,«CL»,2,удивиться;
59771,1,дядя,Snom,1,удивиться;
59772,3,-- Я? Знаю ?,«CL»,2,удивиться;
59773,1,шеф,Snom,1,удивиться;
"59774,3,""- А что, разве ?."",«CL»,2,удивиться";
59775,1,Корытин,Snom,1,удивиться;
59776,3,- Рыбачат ?,«CL»,2,удивиться;
59777,1,Людмила,Snom,1,удивиться;
59778,3,Что именно ?-,«CL»,2,удивиться;
59779,3,Какие вещи ?,«CL»,2,удивиться;
"59780,3,""Мы ведь не один день знакомы,"",«CL»,2,удивиться";
59781,1,Нюра,Snom,1,удивиться;
59782,3,-- Совсем голые ?!--,«CL»,2,удивиться;
59783,1,Егор,Snom,1,удивиться;
59784,3,Куда ?,«CL»,2,удивиться;
59785,3,Из-за такого пустяка меня беспокоить !-,«CL»,2,удивиться;
59786,1,Шухов,Snom,1,удивиться;
59787,3,- А то ?-,«CL»,2,удивиться;
59788,1,Спиридон,Snom,1,удивиться;
59789,3,- С чего б эт не тянула ?-,«CL»,2,удивиться;
59790,1,Ирина,Snom,1,удивиться;
"59791,3,""- А он что, один в трех комнатах ?"",«CL»,2,удивиться";
59792,1,Дугаев,Snom,1,удивиться;
59793,3,они с Барановым не были дружны,«CL»,2,удивиться;
59794,3,если б сюда вошли разряжённые женщины и начались бы танцы.,«CL»,2,удивиться;
59795,1,Анна Фёдоровна,Snom,1,удивиться;
59796,3,-- Что ?-,«CL»,2,удивиться;
59797,1,Шура,Snom,1,удивиться;
59798,3,-- А что памперсы ?,«CL»,2,удивиться;
59799,1,Корнилов,Snom,1,удивиться;
59800,3,- Доносы ?,«CL»,2,удивиться;
"59801,3,""Почему это"""" конъюнктурщик""""?-"",«CL»,2,удивиться";
59802,1,Колюня,Snom,1,удивиться;
59803,3,метаморфозе,«CL»,2,удивиться;
"59805,3,""если увижу француженок ,"",«CL»,2,удивиться";
59806,3,- Вы откуда знаете? --,«CL»,2,удивиться;
59807,1,Надькин,Snom,1,удивиться;
"59808,3,""- Зачем же ему исчезать ,"",«CL»,2,удивиться";
59809,1,Ниночка,Snom,1,удивиться;
"59810,3,""Но ведь вы же не доктор, а адвокат"",«CL»,2,удивиться";
59811,1,Василий Петрович,Snom,1,удивиться;
59812,3,когда мы через две недели воротимся,«CL»,2,удивиться;
"59813,3,""по-хорошему, меня и близко нельзя было назвать прилежной ученицей / студенткой / работницей"",«CL»,2,удивиться";
59814,1,сам,APROnom,1,удивиться;
59815,3,у кормилиц самых высших должностей не было никакой формы,«CL»,2,удивиться;
59816,3,С женщинами ?,«CL»,2,удивиться;
59817,1,подписчик,Snom,1,узнавать;
59819,3,о том,о + SPROloc,2,узнавать;
59820,1,Братья,Snom,1,узнавать;
59822,3,о / баталии,о + Sloc,2,узнавать;
59823,1,мы,SPROnom,1,узнавать;
59825,3,что / задавил,что + CL,2,узнавать;
59826,1,все,SPROnom,1,узнавать;
59828,3,что / убийца,что + CL,2,узнавать;
59829,1,невесты,Snom,1,узнавать;
59830,3,что / наряжаются,что + CL,2,узнавать;
59832,3,сошёл,CL,2,узнавать;
59834,3,кто,CL,2,узнавать;
59835,1,Тимоша,Snom,1,узнавать;
59836,3,где Сонька,где + CL,2,узнавать;
59838,3,что такое / музыка,что + CL,2,узнавать;
59839,1,партизаны,Snom,1,узнавать;
59840,1,горничные,Snom,1,узнавать;
59842,3,меня,SPROacc,3,узнавать;
59843,1,собаку,Sacc,1,узнавать;
59844,3,его,SPROacc,3,узнавать;
59845,1,Линда,Snom,1,узнавать;
59846,3,Юрку,Sacc,3,узнавать;
59847,3,Тебя,SPROacc,3,узнавать;
59848,1,который,APROnom,1,узнавать;
59850,3,поэта,Sacc,3,узнавать;
59851,1,парень,Snom,1,узнавать;
59853,3,место,Sacc,3,узнавать;
59854,3,Отдыхающих,Sacc,3,узнавать;
59855,4,по / телам,по + Sdat,2,узнавать;
59856,1,Кальцатый,Snom,1,узнавать;
59857,3,Сургеева,Sacc,3,узнавать;
59858,4,по голосу,по + Sdat,2,узнавать;
59859,1,я,SPROnom,1,узнавать;
59860,3,кошку,Sacc,3,узнавать;
59861,4,в / кошке,в + Sloc,2,узнавать;
59862,3,того,SPROacc,3,узнавать;
59863,4,в одном,в + ANUMloc,2,узнавать;
59864,1,он,SPROnom,1,уйти;
59866,1,маляры,Snom,1,уйти;
59868,1,я,SPROnom,1,уйти;
59870,1,Клавдия,Snom,1,уйти;
59872,1,ваши,APROnom,1,уйти;
59873,1,капитан,Snom,1,уйти;
59874,1,Многие,SPROnom,1,уйти;
59875,3,из города,из + Sgen,2,уйти;
59876,3,от неё,от + SPROgen,2,уйти;
59877,1,Тане,Sdat,1,уйти;
59879,3,в переулки,в + Sacc,2,уйти;
59880,1,Данила,Snom,1,уйти;
59881,3,на охоту,на + Sacc,2,уйти;
59883,3,по дорожке,по + Sdat,2,уйти;
59884,1,братья,Snom,1,уйти;
59886,3,в / пучину,в + Sacc,2,уйти;
59887,1,Лёня,Snom,1,уйти;
59888,3,в / тему,в + Sacc,2,уйти;
59889,3,в трубку,в + Sacc,2,уйти;
59890,1,коммуниста,NUMnom,1,уйти;
59891,3,в мир,в + Sacc,2,уйти;
59892,1,Иван,Snom,1,уйти;
59893,3,на пенсию,на + Sacc,2,уйти;
59894,1,жена,Snom,1,уйти;
59895,3,от меня,от + SPROgen,2,уйти;
59896,1,она,SPROnom,1,уйти;
59897,3,к кому-то,к + SPROdat,2,уйти;
59898,3,от рекомендаций,от + Sgen,2,уйти;
59899,1,исследователи,Snom,1,уйти;
59900,3,от главног,от + Sgen,2,уйти;
59901,1,Офштейн,Snom,1,указать;
59903,3,на полку,на + Sacc,2,указать;
59904,1,Он,SPROnom,1,указать;
59906,3,на / затылок,на + Sacc,2,указать;
59907,1,офицер,Snom,1,указать;
59908,3,на / оконечность,на + Sacc,2,указать;
59910,3,на / кармин,на + Sacc,2,указать;
59911,1,она,SPROnom,1,указать;
59913,3,на / ящик,на + Sacc,2,указать;
59914,1,он,SPROnom,1,указать;
59915,3,на камердинера,на + Sacc,2,указать;
59916,1,судьба,Snom,1,указать;
59918,3,куда,ADVPRO,2,указать;
59919,1,я,SPROnom,1,указать;
59920,3,на крону,на + Sacc,2,указать;
59921,1,Я,SPROnom,1,указать;
59922,3,гостю,Sdat,2,указать;
59923,4,на след,на + Sacc,2,указать;
59924,3,на женщину,на + Sacc,2,указать;
59925,4,подбородком,Sins,2,указать;
59926,1,Михайлов,Snom,1,указать;
59927,3,на человека,на + Sacc,2,указать;
59928,4,перстом,Sins,2,указать;
59929,1,Она,SPROnom,1,указать;
59930,3,место,Sacc,3,указать;
59931,4,ружьям,Sdat,2,указать;
59932,1,ямщик,Snom,1,указать;
59933,3,крест,Sacc,3,указать;
59934,4,мне,SPROdat,2,указать;
59935,1,встречный,Snom,1,указать;
59936,3,дорогу,Sacc,3,указать;
59937,3,дом,Sacc,3,указать;
59938,4,ей,SPROdat,2,указать;
59939,3,путь,Sacc,3,указать;
59940,4,королю,Sdat,2,указать;
59941,3,падь,Sacc,1,указать;
59942,1,Татьяна,Snom,1,указать;
59943,3,её,SPROacc,3,указать;
59944,4,сторожихе,Sdat,2,указать;
59946,3,ей,SPROdat,2,указать;
59947,4,когда / следует,когда + CL,2,указать;
59948,3,систему,Sacc,3,указать;
59949,3,предмет,Sacc,3,указать;
59950,1,сторонами,Sins,2,указать;
59951,3,цена,Snom,1,указать;
59953,3,задержки,Snom,1,указать;
59955,3,освещённость,Snom,1,указать;
59956,3,категории,Sgen,1,указать;
59957,3,проекту,Sdat,1,указать;
59958,3,конфигурация,Snom,1,указать;
59959,3,Норма,Snom,1,указать;
59960,3,лицами,Sins,1,указать;
59961,3,факты,Sacc,3,указать;
59962,3,знаки,Snom,1,указать;
59963,3,мер,Sgen,1,указать;
59964,1,вы,SPROnom,1,указать;
59965,3,что / идиот,что + CL,2,указать;
59966,3,что пословица,что + CL,2,указать;
59968,3,что / выступает,что + CL,2,указать;
59969,3,Как,ADVPRO,2,указать;
59970,1,фельдшер,Snom,1,указать;
59971,3,куда идти,куда + CL,2,указать;
59972,1,Бондар,Snom,1,указать;
59973,3,в каких / считает,какой + CL,2,указать;
59974,1,Достоевский,Snom,1,указать;
59975,3,куда ведёт,куда + CL,2,указать;
59976,3,где / находимся,где + CL,2,указать;
59977,1,Пилат,Snom,1,указать;
59978,3,вправо,ADV,2,указать;
59979,4,рукой,Sins,2,указать;
59980,1,Генерал,Snom,1,указать;
59981,3,Миссии,Sdat,2,указать;
59982,4,на Ораниенбург,на + Sacc,2,указать;
59983,1,Адвокат,Snom,1,указать;
59984,3,скамье,Sdat,2,указать;
59985,4,на несоответствие,на + Sacc,2,указать;
59987,3,ребёнка,Sacc,1,укладывать;
59988,4,в постель,в + Sacc,2,укладывать;
59989,1,Волшебник,Snom,1,укладывать;
59991,3,его,SPROacc,1,укладывать;
59992,1,Мне,SPROdat,1,укладывать;
59994,3,её,SPROacc,3,укладывать;
59995,1,Марья,Snom,1,укладывать;
59997,3,гостя,Sacc,1,укладывать;
59998,4,на диван,на + Sacc,2,укладывать;
59999,1,Он,SPROnom,1,укладывать;
60000,3,внучку,Sacc,3,укладывать;
60001,4,на постелю,на + Sacc,2,укладывать;
60003,3,его,SPROacc,3,укладывать;
60004,4,спать,Vinf,2,укладывать;
60006,1,Я,SPROnom,1,укладывать;
60007,1,Валера,Snom,1,укладывать;
60008,3,кряжистого,Sacc,3,укладывать;
60009,3,материал,Sacc,3,укладывать;
60010,4,под утеплитель,под + Sacc,2,укладывать;
60011,3,ходатайства,Sacc,1,укладывать;
60012,4,в портфель,в + Sacc,2,укладывать;
60013,3,курица,Snom,1,укладывать;
60014,4,в / кастрюльку,в + Sacc,2,укладывать;
60015,3,слой,Sacc,3,укладывать;
60016,4,На лепёшку,на + Sacc,2,укладывать;
60018,3,миллиарды,Snom,1,укладывать;
"60019,4,""в"""" закрома"""""",в + Sacc,2,укладывать";
60020,3,их,SPROacc,3,укладывать;
60021,4,в рюкзак,в + Sacc,2,укладывать;
60022,1,я,SPROnom,1,укладывать;
60024,3,остатки,Sacc,3,укладывать;
60025,4,в пакет,в + Sacc,2,укладывать;
60026,3,валик,Sacc,3,укладывать;
60027,4,между кабиной,между + Sins,2,укладывать;
60029,3,гроздья,Snom,1,укладывать;
60030,4,В них,в + SPROloc,2,укладывать;
60032,3,сетку,Sacc,3,укладывать;
60034,3,детали,Snom,1,укладывать;
60035,1,я,SPROnom,1,укрепить;
60037,3,подпруги,Sacc,3,укрепить;
60038,1,ты,SPROnom,1,укрепить;
60040,3,части,Sacc,3,укрепить;
60041,3,его,SPROacc,3,укрепить;
60042,3,левкас,Sacc,3,укрепить;
